,title,casts,description
1652,超能锦衣卫·藏龙秘术,"杨晓东,潘劭珺,马涤尘,李泽钰",简介：一位被誉为“神龙大仙”的少年龙九郎，自上次他求雨成功后镇上的民众深信他拥有法力，把他视为神灵。眼看旱季又到，龙九郎却心神不宁， 原来他根本不会什么法术，上次求雨...详情
1653,隐天子之大话江湖,"胡高峰,罗雅文,文力",简介：皇子彻夜啼哭，宫里宫外的人都束手无策。忽然一阵铃铛声响，皇子破涕为笑，宫里就把这对铃铛奉为神物供奉。若干年后皇子长大成人，嬉笑顽劣。恰逢铃铛被盗出宫外，引起江湖...详情
1654,悲泣之地,"Steve,Shaleen,Jana,Boikie,埃里卡·韦塞尔",简介：南非的一个农场社区连续发生多起命案，当地居民每天都生活在恐惧中。这些惨案不仅影响到与被害者相关的人，也引发了一连串的事件。随着命案不断增多，人们愈发感到压力和焦...详情
1655,致命关系,"吴永淦,陈羽萱,徐志辉",简介：徐正阳，一名从部队退伍的军人。妻子过世以後女儿也因病过世了，因为长期为女儿治病徐正阳就欠下一堆债務，在拳击馆当教练陪练赚钱还债。之後突然遇上了高乐乐，开始一段临...详情
1656,方世玉之人在江湖,"冼色丽,徐子力,宋星翰,飞尔多斯",简介：在鱼龙混杂的广州府生存从来不是一件容易的事。为了不被黑暗势力义安帮欺压，方世玉与前明遗孤洪熙官、落魄书生胡惠乾结为兄弟，三个少年满怀一腔热血，自此踏上江湖路，行...详情
1657,阴阳诀之祭情,"魏哲鸣,石雪婧,刘奇,李孟羲",简介：乱世将至，魑魅横行，落魄青年羲岚生（魏哲鸣 饰）带着义弟阿蛮（刘奇 饰）踏上了寻找失踪的爱妻之路，却在途中被立志要做大阴阳师的少女邹闻雪（石雪婧 饰）缠住。东瀛...详情
1658,降妖伏魔之定海神针,"敖犬,詹妮,李国麟,韩马利,郝劭文",简介：斗战胜佛孙悟空为提升战力，让太上老君为金箍棒加持升级。不料意外突致，炼金炉却突遭破坏，金箍棒跌落人间不知所踪。为了不惹恼孙悟空，太上老君决定派座前童子银角私下凡...详情
1659,龙女降妖记,"王路晴,何若鹤,赵霏儿",简介：小龙女是深宫中最受宠的格格，儿时一次偶遇，被一位世外高人收做徒弟，学了很多神奇的法术。一天，小龙女、三皇子还有师弟一起赏花，三皇子看着这眼前幸福的一幕暗中嘱咐师...详情
1660,算死师,"张远,夏望,刘馨琪,王佳希",简介：算死师，既算生又算死，但，卦不能算尽，畏天道无常，情不敢至深，恐大梦一场。退隐江湖的算死师良辰（夏望饰），以仵作的身份隐没在小镇当中，直到一起赌场抢劫案将其牵扯...详情
1661,山海伏魔之追月,"丁汇宇,鲁筱冉,史磊,滕艺",简介：嫦娥下凡，只为找到自己后世的爱人—后羿，道清千年的误会！嫦娥的寻爱之路，不仅要面对以刑天为首的妖魔横行，还要受到帝尧阴谋的暗涌牵制，更要面对后羿对自己的不理解！...详情
1662,黄飞鸿之怒海雄风,"赵文卓,母其弥雅",简介：甲午战败，丧权辱国的《马关条约》签订后，日本尝到甜头，又想武力强占东沙群岛，进而吞并西沙群岛、南沙群岛。军机大臣张之洞坚决主战，并以钦差大臣的身份前往广州整军备...详情
1663,功夫小镇,"梁小龙,董昕赟",简介：《功夫小镇》讲述了在一个人们普遍热爱武术和茶的特色小镇中，开茶馆的武痴大龙因武术结缘了一位体育老师后发生的一系列故事。...详情
1664,九门提督,"虎虎,洪浚嘉,郭万超,朱晓鸣",简介：影片主要讲述了明成祖朱棣时期，设立秘密军情组织——九门，监察百官，掌控京城人心动向。时至明中期，兵部尚书私藏军饷意图谋反，作为京城最强的秘密刺客组织，九门再次受...详情
1665,搏击少年,"龚子棋,蒋林伶",简介：高中生高灿，在高考失败后，偶遇心中女神，毅然决然地进入一个陌生的世界——MMA（综合格斗），成为拳馆的第一位高中生学员。朦胧的爱情、热血的对战，桀骜不驯的高灿一...详情
1666,王者无敌苏乞儿,"白那日苏,宋佳玲,邓钢",简介：五年前，苏灿全家被杀，苏灿侥幸逃脱，从此隐姓埋名沦为乞丐。五年后，等他带着徒儿再次回到广州之日，广州发生了天翻地覆的变化。烟馆满街，民不聊生，新上任的总督钟懿和...详情
1667,冰棍超人,"Jorge,Servellón,Glenn,Blackburn,Polache,Edgar,","简介：After the tragic death of his mother, Carlos, ""El Paletero"" goes into ...详情"
1668,刺客部落I绿石炼狱,"赖迦童,王倾,巍然,麻郡宜,刘真佑",简介：青芒大地，诡谲纷争。共主的七王子，于蓝氏城失踪，刺客无影被派往蓝氏城查找真相。 无影历经苦难在绿石炼狱之内，找到了失踪的七王子。但是，却发现失踪是七王子自导的阴...详情
1669,封魔纪之土行孙传,"冯旭东,程金铭,云翔,刘昕",简介：幼时的土行孙在一次探险中亲眼目睹父亲的死亡，胆怯的他再也不使用异能。在蔡叔收养下长大的土行孙喜欢上了古奇店老板的女儿归蝶。与此同时统治者为求长生，令方士寻其道。...详情
1670,侠路相逢,"姜武,邵兵,姚娆",简介：黄河晋陕峡谷的宏阔背景中，因追捕盗卖石峁古城玉器的重案团伙，邵兵姜武分饰的一对警察大盗命运突转，江湖恩怨从20年前计起，又因故人之女再度重逢。当年残酷的枪声改变...详情
1671,狂战,"刘畊宏,朱富润,卢佳,刘锐",简介：讲述了特种兵意外卷入到一场惊天阴谋中，并与黑暗势力斗争到底的热血故事。...详情
1672,守墓人之海昏侯迷踪,"赵东昊,张子俊,杜安琪,贾晓龙",简介：海昏侯系列“四部曲”的剧本改编自著名作家黎隆武所著的长篇历史纪实文学作品《千古悲摧帝王侯——海昏侯刘贺的前世今生》。海昏侯系列网络电影第一部《海昏侯传奇之猎天》...详情
1673,上古神兵：觉醒,"亚鹏,耿华,李赫德",简介：影片讲述了在深山一个避世村落中，陆尘和圣天偶然闯入放置世代守护的神器的洞穴并将它们唤醒。在陆尘的怂恿下，圣天和他一起来到了大都市。一直觊觎神器的天父派雅子佯装偶...详情
1674,封魔纪之赤雷传,"丁宇,李聪丛,杨晏",简介：商朝初期，华夏大地列国纷争硝烟弥漫。赤雷因天生异像被遗弃在森林中孤独长大，慢慢生出一双翅膀。 　　某天，附近两军交战，女军医妘英被敌军追赶至森林，被赤...详情
1675,狂妃千寻2,"杨清,张天野,孙浩然",简介：龙熙王朝的姜家家中男性莫名的接二连三暴毙而亡，似被恶魔诅咒。龙熙帝也接到了奏章，却对传言嗤之以鼻，暗中却派三皇子龙天若去通知沈千寻断案。...详情
1676,刀震江湖,"徐少强,郑惜月,沈保平,钱门超,孙奉招,温海波,孟航,周懿函,张春仲",简介：开国武将周镇山一家惨遭灭门，其子周极逃亡之际被洞天教教主成义天所救，拜入门下。其间，受成义天之命劫取官银，成义天曰劫富济贫——然大部分银两还是入了洞天教私库。江...详情
1677,御猫展昭,"王道铁,陈凯翔,舒雅",简介：《御猫展昭》讲述了皇家侍卫展熊飞被贬到偏僻的琼鹿县当县丞 ，但他刚到不久，该县就发生了命案。县太爷的儿子包小包与展雄飞立刻组成了探案小组，需在皇城考察团驾临之前...详情
1678,冒险俱乐部,"KamilaBujalska,FranciszekDziduch,EwaGorzelak,MikolajGrabowski,PeterJakubow",简介：丹尼斯·卡伟罗在父亲去世后留下的遗物中发现了爷爷黑罗尼姆的日记，上面记载着爷爷在二战中发现了一处宝藏并成为欧洲首富，宝藏的线索就在当地博物馆展出的爷爷的马靴中。...详情
1679,金三角大营救,"彭禺厶,李乔丹,于心妍,娄学贤",简介：华裔富商林嘉豪的女儿林歌阑和同事一起来到美丽神秘的金三角地区采访，林歌阑是海外华裔著名记者。在采访期间，无意中拍到一次恶势力团伙的杀人贩毒事件，林歌阑的职业习惯...详情
1680,一个人的江湖,"梁恩,屠育玮,张佳熙,喻亢",简介：“拳村”少年张小明，是小拳种金刚拳的唯一传承人，他肩负着将“金刚门”发扬光大的重任，只身来到大城市，希冀用传统的武林方式实现光复门派的愿望，怎奈屡屡碰壁，遭人耻...详情
1681,黄飞鸿之南北英雄,"赵文卓,维妮,唐文龙,李炳渊",简介：晚清时期，外来入侵，国家内忧外患，民不聊生。一代宗师黄飞鸿辗转于北拳的挑衅与洋人入侵的双重忧患中，面对列强的压迫，依旧弘扬中国文化，保护民族信仰，与外来者的打击...详情
1682,狂热,"DarineHamze,亚历山德拉·卡韦吉,GabrielYammine,HassanMrad,EdmundHedded",简介：Jenny和Lana是一对固执的好朋友，她们的青年斗志被国家的老观念所束缚着。失望让两个年轻女孩踏上了一条振奋人心之路，并让她们遇到了黎巴嫩暴徒Qassem和他...详情
1683,杀出太平镇,"言杰,赵聪,何翔,刘峰超",简介：影片以民国时期为时代背景，讲述了江城警署大队长姚廷森为伸张正义缴毁鸦片，承受着妻子与兄弟相继死去的痛苦仍然同黑恶势力斗争的故事。...详情
1684,修罗狱之彼岸花,"赵杰,孙梦纯",简介：电影讲述的是一个充满诗意且凄美的爱情故事。韩厉本是个在江湖上有名的剑客，而孤鸿是武林盟主的妹妹，先天失声;为了自己心爱的女人孤鸿，韩厉单刀赴会挑战武林群雄，成功...详情
1685,别了江湖之亡命仙女山,戴乾宇,简介：超级爆笑无厘头喜剧，张三丰传人实力出演，真刀真枪！拳拳到肉！江湖魔女柳飘飘亡命天涯，逃到了仙女山下，善良的村夫诚诚舍命相救。诚诚拜她为师，苦练武艺，师徒二人隐居...详情
1686,枪火下,",安德莉·鲍恩,亚斯米尼·鲍尔,查德·克罗彻克",简介：索菲是一名年轻漂亮的警探，本应有着幸福家庭的她，丈夫却在给女儿买生日蛋糕的途中被人残忍地杀害。这使得她不得不在照顾病重的女儿的同时，去解决一次又一次的突发事件。...详情
1687,闪灵特工队,"贾晓龙,焦文倩,周婧,周恒远",简介：十年前，穆卫国被特工组织，赤龙会绑架，进行灵魂交换，但在仪式中却发生了意外，导致换入穆卫国体内的灵魂受到了严重的伤害，从此变成了一个痴呆。十年后，穆卫国的女儿，...详情
1688,慕容行者,"高利虹,徐紫欣,邹晶晶,战月源",简介：亘古以来，魔界和人类的斗争一直存在，此消彼长。魔族以各种假体出现在世界上，瘟疫、战争，或迷乱着人类的心智。每到此时，一群身负异禀的人类战士便会挺身而出。他们就是...详情
1689,误入神秘岛,梁家仁,简介：20个十岁不到的小朋友在一个暑假参加了一档电视台的真人秀拍摄，原本剧组安排他们的拍摄计划被鬼使神差的掉了包。20个孩子来到了的一座陌生的岛屿，原本孩子们为本次旅...详情
1690,金鸡大劫案,"阮圣文,徐少强,谈莉娜,宗峰岩",简介：民国元年，军阀割据，局势动荡，各方势力蠢蠢欲动，南国通城大恶霸——金三生，勾结官商，大肆敛财欺压百姓。与此同时，一帮神秘的正义之士悄悄潜入通城，为了寻得改变国家...详情
1691,尾牌Q1冰速传说,"叶山豪,童苡萱,于效辰",简介：车手冰山（叶山豪饰）由于负伤在身，由同事车队经理人曾经的天才女车手，冰山的母亲绮丽（童苡萱饰）代其出战，车队很重要的一场比赛南岛GT赛事，在比赛中绮丽不幸发生“...详情
1692,军犬,"卡斯帕·凡·迪恩,Grace,Van,Dien,Stelio,Savante",简介： 一只勇敢的军犬跟随退役的主人回到美国的家里，却被主人的女儿嫌弃，认为它抢夺了自己的父亲给自己的爱。为了父亲的归来精心装饰家里的女儿看到狗狗后很不开心...详情
1693,热血少年,"刘裕龙,吴荻,杨煌胤,黎雅雯,包小平,马佳玉,胡乐乐,刘锡贤,陈伟,于青松",简介：国际通缉毒贩查猜为新的交易，潜入国境，一场蓄谋已久的陈年旧仇与警方的卧底行动也在这场毒贩的交易中交织碰撞，与此同时，以乔枫为主的三个少年也误打误撞卷入这场是非之...详情
1694,鼠胆熊心,"张学文,王小飞,王豆,曹甜甜,程六一,林峰,袁龙",简介：现代社会中信任危机成了一大问题，三兄弟以为债主要取对欠债人的信任与惩罚为缘由，开办WULI兄弟金融有限公，专门替人要取债务而谋生，却意外陷入了一场真正的人与人的...详情
1695,刀山火海,"MC九局,林真亦,黑海,方丈,上官带刀",简介：影片讲述了斗拳街的屌丝青年莫争因年少时得罪黑帮老大飘叔，终身禁止习武，但他一直偷偷学习拳术，并视斗拳街昔日四位战神“刀山火海”为偶像。飘叔不断压榨斗拳街的平民百...详情
1696,威士忌劫匪,"Bence,Szalay,佐尔坦·施奈德,Viktor,Klem,Piroska,Móga,György,Gazsó",简介：在20世纪90年代以“威士忌大盗”绰号而名声大噪的阿提拉·艾姆布拉斯，在1993至1999年间曾先后抢劫28家银行、邮局和旅行社，抢劫金额累计达到1.96亿福林...详情
1697,铁血江湖之决不饶恕,海岩刚,简介：八九十年代，混迹一方小有成就的武术教练杨远为了替朋友打抱不平，陷入了和地痞的生死纠葛之中。出狱后，物是人非，曾经的兄弟抢占了自己的女友，而地痞不断骚扰他，并最终...详情
1698,佣兵特战队,"溱浩,刘洋子,海生,许建,猛子,Simone",简介：影片以网络游戏为发生背景，结合高科技智能、悬疑和动作等元素，讲述了以主人公们组成的超能陆战队进入游戏，大战人工智能的故事。影片在为大家展现了精彩特效场面和跌宕起...详情
1699,镇魔司：四象伏魔,"钟政均,朱丽岚,赵帅,张集骏,张亚奇,杜康,",简介：大赵王朝元武十二年，魔教再度肆虐惑乱众生，加之时逢天灾，百姓苦不堪言。镇魔司统领张谦死谏面圣，皇帝赵许命国师莫凡卜卦得出魔教总舵位置，遂命镇魔司前往清剿。张谦早...详情
1700,黑色清明节,"何屹东,蔡小雨",简介：邓玉的父亲买了一幢别墅给她当宿舍，清明节那天，邓玉的男友要来，同住的女生回家去了，别墅只留邓玉一个人被暗恋她的快递员看在眼里，顺走了扔在茶几上的钥匙，欲晚上偷偷...详情
1701,血拳之双龙劫,"关智斌,柏华力·莫高彼斯彻,李茂,刘静怡,潘艺晨,钟一宪",简介：拳手端木为寻找被绑架的女友来到寻州。这是一个东南亚边境闭塞的小镇，当地地头蛇大遮天在这里只手遮天。为了救回女友，端木将面临各种最残酷的挑战，追线索、躲通缉、败杀...详情
1702,疾速天使,"Allie,Marie,Evans,帕特里克·约翰森,Lyliana,Wray,Luke,Gregory,Crosby,Gavin,Lewis,泰托娜·杰克逊,Zayne,Emory,卡丽·瓦格勒,Lillie,Owers,Zander,Faden,Shaun,Patrick,Brady,Karla,Zamudio,Tina,Huang,ChimneySwift11,Omid,Zader,皮特·奥布莱恩,蒂娜·格瑞米",简介：“疾速天使” 系列是当今颇具影响、广受青少年喜爱的小说，作品将科幻与奇幻元素巧妙地融为一体，充满了速度感、悬疑感和冲击力。六个孩子被送入实验室接受残酷的基因改造...详情
1703,不朽,"让·雷诺,凯德·麦拉德,玛琳娜·佛伊丝",简介：影片改编自法国作家Franz-Olivier Giesbert在2006年出版的同名小说。 故事取材于法国上世纪70年代末发生在雅克贝特的一起真实暴徒火拼事件。...详情
1704,霍比特人3：五军之战,"马丁·弗瑞曼,伊恩·麦克莱恩,理查德·阿米蒂奇,伊万杰琳·莉莉,李·佩斯",简介：在上一部结尾处，比尔博一行人对巨龙史矛革宣称将要重新收复本人的家园，但却不知不觉地被一股强大致命的力气推向世界黑暗的更深处，而巨龙史矛革的重现将本身无尽的愤恨对...详情
1705,太阳的囚徒,"约翰·瑞斯-戴维斯,David,Charvet,艾米莉·霍尔姆斯,尼克·莫兰,乔斯·雅克兰德,迈克尔·希格斯,古山·格罗维,肖恩·里奇,Mohamed,Akhzam,Cedric,Proust,Ahmed,Boulane,Edy,Arellano,Katherine,Heath,Isabella,Orlowska",简介：一位年轻的考古学家被卷入了一次危险的探险旅途。在这次旅途中他们将探寻埃及无垠的沙漠，在古代神兽的陷阱中死里逃生，并且探寻埋藏在古埃及深处的秘密。前方无尽的危险正...详情
1706,十步一剑,"庄森,张苡宁,宋乃刚,沈莹珺",简介：《十步一剑》电影唯美外衣包裹着的是侠义的内核。电影讲述的是珑染父母为所谓武林正道所害，珑染幼年夭折，凌寒被花间派收养，习得武功代替珑染复仇；复仇过程中却遇到了醉...详情
1707,驯龙拳霸之暴走东京,"徐子鹿,程琢,太田光,山村秀胜",简介：围绕着去日本留学的男主人公孟楠展开，他是一名高中生，父母因为工作原因没陪在他身边，将他留在父亲的日本好友龙泽家里，由于父母不在身边，所以他在学校受到同学排挤，更...详情
1708,探案录财宝大劫案,"宋恺,白云峰,尹扬明",简介：精通机械设计、智勇双全又博学的海归闫飞，刚一回国就面临家道中落、大侦探父亲被黑帮追杀去向不明的困局。为了翻身，他冒死接下不可能的任务，要在五天内救回被绑架的军阀...详情
1709,嗜血追凶,"高瀚宇,赵婉婷,维妮",简介：《嗜血追凶》讲述了一个扮成“小丑”模样的杀手突然开始连续屠杀人猿家族，警署委托蓝爵探案小组展开调查，在一次地下格斗中“小丑”的真面目被蓝爵揭开，故事开始往意想不...详情
1710,不良神探,"郑拓疆,潘元甲,佴文,张国庆",简介：故事以清末民初为背景展开，讲述湖北某小镇发生了一起轰动的杀人劫镖案，走镖人秦刚诡异惨死，小镇警探邓泷被任命调查。邓泷和助手宋飞烟勘察现场后不久，便将嫌疑人锁定为...详情
1711,热血古惑女,"赵思,岳小优,朱杰",简介：林家大小姐林子琦从小以成为“宇宙帝王弗利萨”为目标，爱好打架，丝毫不把他人放在眼里。而双目失明但机智不减的林奶奶，是她唯一的亲人与死穴。眼见子琦24岁依旧孑然一...详情
1712,杀无赦,"徐锦江,顾宇峰,纵昕芸,郭纬,魏小欢,彭义程,侯旭",简介：警察吴伟杰在卧底行动中被境外黑帮首脑何飚发现，注射药物失去记忆。昔日恋人女警林思敏追踪吴伟杰下落并帮其恢复记忆，二人携手境外警方，捣毁何飚潜藏在境外某神秘港口的...详情
1713,热血兄弟,"王凤杰,张海涛,刘飞",简介：高大猛、雷子和张健是同村发小，两年前，张健去省城打拼，大猛和雷子则继续过着简单乡村生活。一次见义勇为让张健结识了富家千金小雅，为了能和小雅结婚，张健成了高远的一...详情
1714,友情岁月2之只手遮天,"吴志雄,何华超,梁山山,田小野",简介：江湖纷争，情义何存。 吴皓超（阿超），yours集团董事长，在经历田叔事件后，他越发的成熟，专注于事业的他知道只有自己不断的变强，才可以保护自己所珍惜的人和事。...详情
1715,拯救悟空,"邹兆龙,黎一萱,万丽娜,杨钧丞,​​​​薛翔匀,殷樱,法志远,陈奕名,王璇,杨曼玉",简介：掌管灯台的金毛鼠精乘如来佛祖在化龙池闭关之际，封锁化龙池，假传如来法旨，以地涌夫人身份掌管人间，被斗战胜佛孙悟空撞破。地涌夫人假扮唐僧，用如来降魔杵将孙悟空打落...详情
1716,炸弹之城,"Dave,Davis,格伦·莫肖尔,罗根·霍夫曼,罗蕾莱·林克莱特",简介：一群来自德州小镇的朋克青年为了反抗社会，以及命运开始了一系列行动。...详情
1717,捉妖战记,"郭鹏,孙爽,史磊,梁俊一,黄玥程",简介：乱世中，捉妖师风无语与师妹龙女 徒 弟玉鹿行走江湖，惩恶扬善。他们遇 到了邪魔外道红衣上人与侠士田七 郎，在与田七郎共同对抗红衣上人的 过程中，帮助他认清了好兄...详情
1718,大圣伏妖,"樊少皇,何蓝逗,罗鸣,贾云哲",简介：西天取经五百年后，如来圆寂，金翅大鹏祸乱三界。孙悟空为拯救三界，口含如来舍利降世人间。在召集师弟沙悟净、朱悟能的过程中，悟空终于领悟舍身取义的无量佛法，蜕变真身...详情
1719,舞动青春之女子天团,"李祖仪,陈蕊蕊,李晧汶,赵诗蕊",简介：四位少女阿芊、文静、小容、雅思因为曾经参加舞蹈比赛，队员文静通过偷窃舞者晴天的招式而拿到冠军，因为赢得不光彩，队员阿芊退出舞队，四人的舞团解散，彼此过着互不相干...详情
1720,陌路兄弟,"崔航,张淼","简介：难兄难弟刘健和明哥因为打架伤人，双双入狱。刘健出狱后，改过自新,照顾病重母亲，在修车厂结识了刘丽。而明哥，依旧做着违法反纪的事情，交往了新的女友幼儿园老师云杉。...详情"
1721,万魂镜之诛魔记,"郎鹏,胡悦,熊欣欣",简介：本片讲述了一段生死离别的虐恋，是一部集魔幻、爱情、武侠为一体的超级网大。须弥界是虚构出来的一片魔幻大陆，分为北方崛纳部落，以及南方丽境部落。双方本来互有制衡，但...详情
1722,生死绝境,"艾米丽·罗斯,布莱恩·克劳斯,Melanie,Stone,Nichelle,Aiden",简介：Hayley Udall tries to make ends meet for herself and her 14 year-old daughter wh...详情
1723,致命拯救,"卢湛禺,苏贯永,江雪",简介：科学家王伟发明长生不老药，经过100年发展，世界人口突破200亿，地球资源面临枯竭。为了挽救人类的未来，杨教授和他的学生林仟仟、王朗等人秘密研制HC-01药物。...详情
1724,最后的勇士,"维克多·霍林雅克,米拉·斯瓦奇卡娅,叶卡婕琳娜·维尔科娃,康斯坦丁·拉夫罗年科,伊连娜·雅科夫列娃,谢尔盖·布鲁诺夫,Evgeniy,Dyatlov,Timofey,Tribuntsev,Svetlana,Kolpakova,亚历山大·塞梅切夫,尤里·楚里洛,沃尔夫冈·塞尔尼,Elena,Valyushkina,德米特里·雷先科夫,尼古拉·谢雷波,Anton,Dyorov,玛丽娜·祖巴诺娃,阿列克谢·谢列布里亚科夫",简介：伊万是个混日子的屌丝，经常假装自己会魔法，虚张声势弄虚作假帮助客户解 决问题以牟取暴利。某天他忽然去到一个可以让魔法成真的陌生地方。这个地方被称为贝罗里奥，这里...详情
1725,觉醒：仿生浩劫,"陆钧彦,陈赛赛,韩昊轩",简介：神经元的概念来自于人类大脑理解事物的方式：神经元之间的互联。人工智能的终极目标就是用机器实现人脑的全部功能，而作为人脑的最小细胞单位——神经元，是最好的切入点。...详情
1726,最后的锦衣卫,"申琦,张颖颖,石天龙,常海波",简介：明朝锦衣卫中的贺氏家族，世世代代守护琉璃鸡缸杯，经过传承到现代，杯子被盗宝猎人盯上，杯中隐藏着巨大的秘密，但无人知晓，主人公李莫寻，儿时遇袭，被贺氏家族传人救出...详情
1727,再见偏执狂,"张俪,李心艾,郝劭文,范植伟,朱晓辉",简介：念念（李心艾饰）是一个心理疾病患者，同时也是一个心理疾病研究者。念念的男朋友江斌（朱晓峰）知道念念要研究一个极复杂的项目后，将同样研究心理疾病的发小李桥（范植伟...详情
1728,美丽战争,"谭耀文,孟广美,马国明,那广子",简介：在一次庆功宴上，看似平静实则妒火中烧的超模安薇薇因男友背叛而当众宣布决裂。分手后冲动飙车遭遇车祸，小腿遭截肢，命运跌入低谷。在短暂的痛苦挣扎后，她毅然决定使用义...详情
1729,太极拳,"洪涛,郭良,刘克明,李海燕",简介：雍正年间，忠良年羹尧冤遭萨英诬陷，饮恨而亡，临终将幼子托与部将朱问天抚养，取名朱海仇。萨英为免除心腹之患，决计斩草除根，便发动了对朱家庄的洗劫。朱家庄化为一片废...详情
1730,被操纵的城市,"池昌旭,沈恩京,吴政世,金相浩,安在洪",简介：《被操纵的城市》由演员池昌旭、 沈恩敬、吴正世、金相浩、金基天、安在洪、金民教等人出演，导演朴光贤则曾执导过2005年票房突破800万的电影《欢迎来到东莫村》。...详情
1731,血战唐人街之机芯武士,"王洪祥,龙一,王昭,李炳雷",简介：本片讲述了行侠仗义的男主叶卓铲奸除恶，在捣毁恶势力团伙黑龙帮后远渡重洋，于唐人街破灭三合会与太阳公司的“机芯武士”计划，同时摧毁了恶势力背后巨大阴谋的一系列传奇...详情
1732,惩罚者2：战争特区,"雷·史蒂文森,多米尼克·韦斯特,道格·休切逊,科林·萨蒙,韦恩·奈特,达什·米霍克,朱莉·本茨,丝黛芬妮·珍妮斯卡斯,马克·卡马乔,罗曼诺·欧萨里,克拉姆·马立基·桑切斯,拉里·戴,罗恩·利,托尼·卡拉布雷塔,T.J.,Storm,戴维瓦蒂姆,奥伯特·帕拉斯西奥,简卡·摩吉尔,卡斯·安瓦尔,Jon,Barton",简介：前FBI探员弗兰克卡（雷·史蒂文森Ray Stevenson 饰）在黑帮杀掉妻儿之后走向了黑暗复仇的不归路。成为这个城市里隐秘的“惩罚者”，令城内不少罪犯闻风丧...详情
1733,神秘的芯片,"Sven,Martinek,Yvonne,De,Bark,曼弗里德·拉赫曼,Marek,Wlodarczyk",简介：蒂尔原来是一名出色的赛车手。由于在一次赛车中出了事故，被车队解雇。先是被女朋友赶出家门，然后又流落到一家运输公司开卡车，常常是饥一顿饱一顿。但是蒂尔的心中还常常...详情
1734,白粉双雄,"邓光荣,梁小玲,余绮霞,王伟",简介：兄弟两人从码头苦力做起，到坐上江湖大佬，最后等待他们的是••••••...详情
1735,煲车,"艾迪,庄静宜,刘丹,庄静而,林偉棋","简介：李国伟(艾迪)刚加入保安公司, 同事包括主管民叔(韩江)、肥佬林(徐广林)和阿明(龙天生). 阿伟第一天上班任解款员送款到华人银行, 在工作时察觉银行职员伍小萍...详情"
1736,迷踪霍元甲,"黄正利,元武,权永文,王将,陈楼,金军,蒋金,王憾尘,李春华,王沙","简介：民国时期,有日本武士向中国武术界挑衅,打败了不少武术人士,气焰日益嚣涨,同时欺压贫民,经营不法行当,时有霍家拳掌门率子弟抗争;更有第三子元甲因身体虚弱,被父勒令...详情"
1737,危情血案,"崔杰,佟瑞欣,张芝华,周笑莉",简介：1990年代，上海。下班回家的钱丰年（佟瑞欣 饰）发现妻子赵敏（周笑莉 饰）浑身是血且衣冠不整地倒在地上，赶忙打电话报警。公安局勘察后并没发现有价值的证据，只是...详情
1738,霹雳战士,"吴雪雯,郑浩南,张志坚,",简介：宋大卫与爱人唐蓉同是“霹雳小组”成员，在一次追捕行动中，大卫与犯罪天才元安，展开连场生死决战，元安被大卫打断手臂，但经连场爆炸后，元安却不知所纵，而大卫亦身受重...详情
1739,苏普敦秘社,"ArgoAadli,OttAardam,ArabellaAntons",简介：平静的小镇，人们正惬意地享受这阳光明媚的一天。然而，一场病毒却飞速地袭击了这座小镇，病毒来自于戴面具的神秘人制作的液体。这是一种能将大人变回小孩的液体，喝下这种...详情
1740,战俘的逃亡日记,"安德鲁·西雷,兰迪·韦恩,西恩·斯通,Trish,Cook,Dave,Blamy",简介：这是由1864年美国内战时反奴隶士兵约瑟夫·胡佛所保存的日记拍成的电影。约瑟夫胡佛为反奴隶联盟而战却不幸被捕并送到战俘营。约瑟夫在一场血腥战役中被捕，被抓到格鲁...详情
1741,狮心王理查：平叛之战,"瓦列里·亚历山德罗ValeriAlessandro,ElisaAllara,LuciaAllara",简介：亨利二世对抗自己儿子的残忍战争...详情
1742,克雷兄弟的秋天,内详,"简介：　　Simon Cotton as Ronnie Kray and Kevin Leslie as Reggie Kray , picks up the sto...详情"
1743,任务九十二：蜻蜓,"EricBreker,OliviaCheng",简介：...详情
1744,夺金四贱客,"蒂尔·施威格,马提亚斯·施维赫夫,扬·约瑟夫·利费斯,米夏埃尔·赫尔比希,亚历山德拉·玛丽亚·拉娜,安婕·特拉乌,雅娜·帕拉斯克,克劳迪亚·米歇尔森",简介：三个不同背景、性格迥异的男人为了各自毕生的梦想和美好的未来，多年辛苦存钱，他们拥有一个共同的神经质投资顾问。不幸的是，三人账户惨遭清零，投资顾问也因被嫁祸而遭到...详情
1745,超级保镖,"岳松,释彦能,李宇菲,",简介：古老门派铁腿门的传人武林（岳松 饰）来到被称为“犯罪之城”的现代化大都市冷城投奔自己的师兄李江（释彦能 饰），李江因年少叛逆被逐出师门，后成为冷城的一代霸主。在...详情
1746,王牌案件,"利普丽·索博,Lev,苏珊·萨兰登,马克·门查卡",简介：小女孩奥利维亚的妈妈要出差，把奥利维亚和她17岁的哥哥迈尔斯留在家里。晚上，奥利维亚独自出门遛狗，在街上目睹一名年轻女子被绑架。奥利维亚跑回家告诉哥哥，但哥哥不...详情
1747,南方,"克里斯·泽尔卡,丽莉·克亚芙,菲丝·希尔,RJ·米特",简介：...详情
1748,匿影,"Ann-Kathrin,罗夫·凯尼斯,Michael",简介：在柏林冬天一个寒冷的晚上，城市的灯突然开始闪烁。电力系统操作指导部工程师安雅•拉德克在报告中提出警告：电力网的电压正在骤降，即便她的同事毕茨并没有在先前的检查中...详情
